
Code 	Short Name                	Long Name                                         	North Carolina Totals	  Alamance	 Alexander	 Alleghany	     Anson	      Ashe	Atlantic Ocean	     Avery	  Beaufort	    Bertie	    Bladen	 Brunswick	  Buncombe	     Burke	  Cabarrus	  Caldwell	    Camden	  Carteret	   Caswell	   Catawba	   Chatham	  Cherokee	    Chowan	      Clay	 Cleveland	  Columbus	    Craven	Cumberland	 Currituck	      Dare	  Davidson	     Davie	    Duplin	    Durham	 Edgecombe	   Forsyth	  Franklin	    Gaston	     Gates	    Graham	 Granville	    Greene	  Guilford	   Halifax	   Harnett	   Haywood	 Henderson	  Hertford	      Hoke	      Hyde	   Iredell	   Jackson	  Johnston	     Jones	       Lee	    Lenoir	   Lincoln	     Macon	   Madison	    Martin	  Mcdowell	Mecklenburg	  Mitchell	Montgomery	     Moore	      Nash	New Hanover	Northampton	    Onslow	    Orange	   Pamlico	Pasquotank	    Pender	Perquimans	    Person	      Pitt	      Polk	  Randolph	  Richmond	   Robeson	Rockingham	     Rowan	Rutherford	   Sampson	  Scotland	    Stanly	    Stokes	     Surry	     Swain	Transylvania	   Tyrrell	     Union	     Vance	      Wake	    Warren	Washington	   Watauga	     Wayne	    Wilkes	    Wilson	    Yadkin	    Yancey
70211	TIDE     STAGE            	TIDE, HIGH OR LOW,BEFORE OR AFTER,HOUR,MINUTE     	                  152	         0	         0	         0	         0	         0	             0	         0	         0	         0	         0	       152	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	          0	         0	         0	         0	         0	          0	          0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	           0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0
70225	CURRENT  SPEED    M/SEC   	CURRENT SPEED (METERS/SEC)                        	                  244	         0	         0	         0	         0	         0	             0	         0	         0	         0	         0	       244	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	          0	         0	         0	         0	         0	          0	          0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	           0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0
70226	CURRENT  DIRECT   DEG-TRUE	CURRENT DIRECTION (DEGREES FROM TRUE NORTH)       	                  244	         0	         0	         0	         0	         0	             0	         0	         0	         0	         0	       244	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	          0	         0	         0	         0	         0	          0	          0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	           0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0
70300	RESIDUE  DISS-180 C   MG/L	RESIDUE,TOTAL FILTRABLE (DRIED AT 180C),MG/L      	                 1019	         0	         0	         2	         0	         0	             0	         0	         0	         0	         0	         0	       122	         0	         0	         0	         0	         0	         0	         0	         0	       144	         0	        95	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         5	         0	       159	         0	         0	        20	         0	         0	       100	        12	         0	         0	         0	         0	       116	         0	         0	         0	         0	         0	        13	        13	         0	         0	          0	         9	         0	         0	         0	          0	          0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	       200	           0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         9
70301	DISS SOL SUM      MG/L    	SOLIDS, DISSOLVED-SUM OF CONSTITUENTS (MG/L)      	                  185	         0	         0	         0	         0	         0	             0	         0	         7	        13	         0	         0	         0	         0	        25	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         2	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         3	         0	         0	         0	         0	         0	         0	         0	         0	         2	         0	         0	         9	         0	         0	         0	         0	         1	         0	         0	         0	         0	         0	         10	         0	         0	         0	         0	          0	          0	         0	         0	         6	        44	         0	        21	         0	        10	         0	         0	         0	         0	         0	         4	         0	         0	         0	         0	         0	         0	         0	           0	         9	         0	         0	         0	         0	        19	         0	         0	         0	         0	         0	         0
70304	SOLIDS,  DISS.TO  T.MG/L  	SOLIDS, TOTAL DISSOLVED-COND. METER (MG/L)        	                   18	         0	         0	         0	         0	         0	             0	         0	         6	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	          0	         0	         0	         0	         0	          0	          0	         0	         0	         5	         0	         7	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	           0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0
70318	RESIDUE  TOTAL    PERCENT 	SOLIDS, TOTAL, PERCENT OF WET SAMPLE              	                   22	         0	         0	         0	         0	         0	             0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         3	         0	        15	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         2	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	          0	         0	         0	         0	         0	          0	          0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         2	           0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0
70320	MOISTURE CONTENT  PERCENT 	MOISTURE CONTENT (PERCENT OF TOTAL WET WEIGHT)    	                   69	         2	         0	         0	         0	         0	             0	         0	         0	         0	         8	         0	         6	         1	         0	         0	         0	         1	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         2	         0	         0	         4	         0	         0	         0	         1	         0	         0	         0	         0	         5	        10	         0	         2	         0	         0	         0	         0	         2	         0	         0	         0	         0	         0	         0	         0	         0	         0	         2	         12	         0	         0	         0	         0	          1	          0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         1	         0	         0	         1	         1	         1	         0	         0	         0	         0	         0	         0	           0	         0	         2	         0	         1	         0	         0	         1	         0	         1	         1	         0	         0
70322	RESIDUE  TOT VOL  PERCENT 	SOLIDS, VOLATILE, PERCENT OF TOTAL SOLIDS         	                   62	         0	         0	         0	         0	         0	             0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	        13	         0	         0	         0	         3	         0	        15	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         2	         0	         2	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         12	         0	         0	         0	         0	          0	          0	         6	         0	         0	         0	         7	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         2	           0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0
70505	T PO4    P-COL    MG/L    	PHOSPHATE,TOTAL,COLORIMETRIC METHOD (MG/L AS P)   	                   74	         0	         0	         0	         0	         0	             0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	          0	         0	         0	         0	         0	          0	         69	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	           0	         0	         0	         0	         0	         5	         0	         0	         0	         0	         0	         0	         0
70507	PHOS-T   ORTHO    MG/L P  	PHOSPHORUS,IN TOTAL ORTHOPHOSPHATE (MG/L AS P)    	                  332	         0	         0	         0	         0	         0	             0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	       108	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	        14	         0	         0	        29	         0	         0	         0	         0	         0	         0	         0	         0	          6	         0	         0	         0	         0	          0	        146	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	           0	         1	         0	         0	        15	         5	         0	         0	         8	         0	         0	         0	         0
70508	T ACDITY AS CACO3 HOT-MG/L	ACIDITY, TOTAL, HOT (MG/L AS CACO3)               	                   39	         0	         0	         0	         0	         0	             0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	          0	         0	         0	         0	         0	          0	          0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	        39	           0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0
70511	P-ORTHO  MUD D WT MG/KG-P 	PHOSPHORUS,ORTHO,IN BOTTOM DEPOS.(MG/KG-P DRY WT) 	                    1	         0	         0	         0	         0	         0	             0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         1	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	          0	         0	         0	         0	         0	          0	          0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	           0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0
70977	INSTRMNT LAB/FLD  RATIONUM	INSTRUMENT RATIO, LAB/FIELD CONCENTRATIONS, NUMBER	                   37	         2	         0	         0	         0	         0	             0	         0	         0	         0	         0	         4	         0	         0	         0	         1	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         3	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         5	         0	         0	         0	         0	         0	         0	         0	         0	         0	         2	         0	         2	         0	         0	         0	          0	         0	         0	         0	         0	          0	          0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         2	         0	         0	         0	         0	         0	         0	         0	         0	         0	           3	         0	         0	         0	         4	         0	         9	         0	         0	         0	         0	         0	         0
71210	ENTER-   OCCI     NO/ML   	ENTEROCCI (NO./ML)                                	                  342	        54	         0	         0	         0	         0	             0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	       181	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	        80	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	          0	         0	         0	         0	         0	          0	          0	         0	        27	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	           0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0
71259	BIOVOLM  PHYTOPLK MM3/M3  	PHYTOPLANKTON,BIOVOLUME,CALCULATED   MM3/M3(UG/L) 	                 1248	         0	         0	         0	         0	         0	             0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	       711	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	       165	         0	         0	         0	         0	         0	         0	        83	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	          0	         0	         0	         0	         0	          0	          0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	           0	         0	         0	         0	       289	         0	         0	         0	         0	         0	         0	         0	         0
71260	TAXA NO. TOTAL    #/SAMPLE	TAXA NUMBER, TOTAL,PHYTOPLANKTON   #/SAMPLE       	                 1248	         0	         0	         0	         0	         0	             0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	       711	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	       165	         0	         0	         0	         0	         0	         0	        83	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	          0	         0	         0	         0	         0	          0	          0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	           0	         0	         0	         0	       289	         0	         0	         0	         0	         0	         0	         0	         0
71830	OH ION   OH       MG/L    	HYDROXIDE ION   (MG/L AS OH)                      	                  140	         0	         0	         0	         0	         0	             0	         0	         0	        11	         0	         0	         0	         0	        25	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         2	         0	         0	         0	         0	         0	         0	         0	         0	         4	         0	         0	        10	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         10	         0	         0	         0	         0	          0	          0	         0	         0	         0	        23	         0	        13	         0	        12	         0	         0	         0	         0	         0	         4	         0	         0	         0	         0	         0	         0	         0	           0	         4	         0	         0	         0	         0	        22	         0	         0	         0	         0	         0	         0
71845	AMMONIA  TOT-NH4  MG/L    	NITROGEN, AMMONIA, TOTAL (MG/L AS NH4)            	                  139	         0	         0	         0	         0	         0	             0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	        23	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	          0	         0	         0	         0	         0	          0	          0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         3	         0	         0	         0	         0	         0	       113	           0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0
71846	AMMONIA  DISS-NH4 MG/L    	NITROGEN, AMMONIA, DISSOLVED (MG/L AS NH4)        	                  180	         0	         0	         0	         0	         0	             0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	        10	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         9	         0	         0	         0	         0	         0	        12	         0	         0	         0	         0	         0	        51	         0	         0	         0	         0	         0	        42	        11	         0	         0	          0	         0	         0	         0	         0	          0	          0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	        24	          11	         0	         0	         0	         0	         0	         0	        10	         0	         0	         0	         0	         0
71850	NITRATE  TOT-NO3  MG/L    	NITRATE NITROGEN,TOTAL (MG/L AS NO3)              	                  125	         0	         0	         0	         0	         0	             0	         0	         7	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	          0	         0	         0	         0	         0	          0	          0	         0	         0	         5	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	       113	           0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0
71851	NITRATE  DISS-NO3 MG/L    	NITRATE NITROGEN, DISSOLVED (MG/L AS NO3)         	                  502	         0	         0	         0	         0	         0	             0	         4	         0	         0	         0	         0	        19	         2	         0	         1	         0	         0	         0	         0	         0	        10	         0	        20	         1	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         4	        21	         0	         0	         0	         0	         0	        39	        21	         4	         0	         0	         0	        72	         0	         0	         0	         0	         0	        94	        38	         0	        17	          0	         3	         0	         0	         0	          0	          8	         0	         0	         0	         0	         0	         0	         0	         0	         8	         0	         0	         0	         0	         0	         2	         0	         0	         0	         0	         3	        55	          32	         0	         0	         0	         0	         0	         0	        20	         0	         3	         0	         0	         1
71870	BROMIDE  BR       MG/L    	BROMIDE (MG/L AS BR)                              	                   13	         0	         0	         0	         0	         0	             0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	          0	         0	         0	         0	         0	          0	          0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	        13	           0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0
71885	IRON     FE       UG/L    	IRON (UG/L AS FE)                                 	                  600	        54	         0	         0	         0	         0	             0	         4	         0	         0	         0	         0	        16	         2	         0	         1	         0	         0	         0	         0	       181	         7	         0	         7	         1	         0	         0	         0	         0	         0	         0	         0	         0	        80	         0	         0	         0	         0	         4	         8	         0	         0	         0	         0	         0	        24	        19	         4	         0	         0	         0	        14	         0	         0	         0	         0	         0	        35	        24	         0	        17	          0	         0	         0	         0	         0	          0	          8	         0	        27	         0	         0	         0	         0	         0	         0	         8	         0	         0	         0	         0	         0	         2	         0	         0	         0	         0	         3	        26	          16	         0	         0	         0	         0	         0	         0	         4	         0	         3	         0	         0	         1
71886	TOTAL P  AS PO4   MG/L    	PHOSPHORUS, TOTAL, AS PO4 - MG/L                  	                  361	        54	         0	         0	         0	         0	             0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	       180	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	        80	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	        20	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	          0	         0	         0	         0	         0	          0	          0	         0	        27	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	           0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0
71890	MERCURY  HG,DISS  UG/L    	MERCURY, DISSOLVED (UG/L AS HG)                   	                  129	         0	         0	         0	         0	         0	             0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	        15	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	       111	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	          0	         0	         0	         0	         0	          0	          0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	           0	         1	         0	         0	         0	         0	         2	         0	         0	         0	         0	         0	         0
71900	MERCURY  HG,TOTAL UG/L    	MERCURY, TOTAL  (UG/L AS HG)                      	                 2363	        54	         0	         0	         0	         0	             0	         0	         0	         0	        25	       193	        78	         0	         6	         0	         0	         0	         0	         0	       449	        19	         0	        28	         0	        31	         1	         1	         0	         0	         0	        13	        52	       124	         0	        12	         0	        45	         0	        26	        22	         0	         7	         0	         0	        26	         3	         2	         0	       209	         0	        39	        94	         0	         0	        46	         0	         0	         1	         0	         0	         90	         8	         0	         0	         0	        112	         39	         0	        51	         0	         2	        26	         0	         0	         0	         0	         0	         6	         0	         0	         7	         0	         0	         0	        11	         0	        14	        32	           5	         4	         6	         0	       325	         8	         3	         1	         2	         0	         0	         0	         5
71901	MERCURY  TOT.REC. UG/L    	MERCURY,TOTAL RECOVERABLE IN WATER AS HG     UG/L 	                   44	         1	         0	         0	         1	         0	             0	         0	         1	         0	         0	         0	         1	         0	         1	         1	         0	         1	         0	         3	         0	         1	         0	         0	         0	         0	         0	         1	         0	         0	         0	         0	         0	         1	         1	         1	         0	         3	         0	         0	         1	         0	         0	         0	         0	         0	         0	         1	         1	         0	         0	         0	         1	         0	         0	         0	         0	         0	         0	         0	         0	          1	         0	         0	         2	         0	          1	          0	         1	         0	         0	         0	         0	         0	         0	         0	         0	         3	         0	         0	         0	         2	         0	         0	         0	         0	         0	         0	         0	           0	         1	         0	         0	         5	         0	         0	         1	         3	         0	         2	         0	         0
71920	MERCURY  SED-PULP MG/KG WT	MERCURY,TOT IN BOT DEPOS OR PULP(MG/KG,WET WGT)   	                    1	         0	         0	         0	         0	         0	             1	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	          0	         0	         0	         0	         0	          0	          0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	           0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0
71921	MERCURY  SEDMG/KG DRY WGT 	MERCURY,TOT. IN BOT. DEPOS. (MG/KG AS HG DRY WGT) 	                  138	         0	         0	         0	         0	         0	             0	         0	         0	         0	         0	         0	        18	         0	         0	         0	         0	         0	         2	         0	         0	         5	         0	         5	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         2	         0	         6	         0	         0	         0	         0	         0	         8	         3	         0	         0	        49	         0	         1	         0	         0	         0	         0	         0	         0	         4	         0	         0	         14	         0	         0	         0	         0	          0	          3	         0	         0	         0	         0	         0	         0	         0	         0	         0	         1	         0	         0	         2	         0	         0	         0	         0	         0	         0	         0	         4	           9	         0	         0	         0	         0	         0	         1	         1	         0	         0	         0	         0	         0
71930	MERCURY  TISMG/KG WET WGT 	MERCURY,TOTAL IN FISH OR ANIMAL-WET WEIGHT BASIS  	                   95	         0	         0	         0	         0	         0	            23	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	        16	         0	         5	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         7	         0	         0	         0	         0	         0	         1	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	          0	         0	         0	         0	         0	          0	          0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	        19	         0	        24	           0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0
71935	MERCURY  FISH     PPM-WET 	MERCURY, TOTAL IN FISH (PPM,WET WEIGHT BASIS)     	                   42	         2	         0	         0	         0	         0	             0	         0	         0	         0	         9	         3	         0	         0	         0	         1	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         1	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	        11	         0	         3	         0	         0	         0	         0	         0	         0	         0	         0	         0	         2	         0	         2	         0	         0	         0	          0	         0	         0	         0	         0	          0	          0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         1	         0	         0	         0	         0	         0	         0	         0	         0	         0	           1	         0	         0	         0	         2	         0	         4	         0	         0	         0	         0	         0	         0
71936	LEAD     TISMG/KG WET WGT 	LEAD,TOTAL IN FISH OR ANIMALS-WET WEIGHT BASIS    	                   73	         0	         0	         0	         0	         0	            17	         0	         0	         0	         9	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         5	         0	         4	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         5	         0	         0	         0	        11	         0	         1	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	          0	         0	         0	         0	         0	          0	          0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	        20	           0	         0	         0	         0	         0	         0	         0	         1	         0	         0	         0	         0	         0
71937	COPPER   TISMG/KG WET WGT 	COPPER,TOTAL IN FISH OR ANIMALS-WET WEIGHT BASIS  	                   54	         0	         0	         0	         0	         0	            17	         0	         0	         0	         8	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         3	         0	         3	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         3	         0	         0	         0	        10	         0	         1	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	          0	         0	         0	         0	         0	          0	          0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         8	           0	         0	         0	         0	         0	         0	         0	         1	         0	         0	         0	         0	         0
71938	ZINC     TISMG/KG WET WGT 	ZINC,TOTAL IN FISH OR ANIMALS-WET WEIGHT BASIS    	                   52	         0	         0	         0	         0	         0	            15	         0	         0	         0	         8	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         3	         0	         3	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         3	         0	         0	         0	        10	         0	         1	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	          0	         0	         0	         0	         0	          0	          0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         8	           0	         0	         0	         0	         0	         0	         0	         1	         0	         0	         0	         0	         0
71939	CR-FISH  UG/G  OR MG/KG WT	CHROMIUM,TOT IN FISH OR ANIMALS-WET WEIGHT BASIS  	                   19	         0	         0	         0	         0	         0	             0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         3	         0	         3	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         3	         0	         0	         0	         0	         0	         1	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	          0	         0	         0	         0	         0	          0	          0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         8	           0	         0	         0	         0	         0	         0	         0	         1	         0	         0	         0	         0	         0
