Form,Date,RM,SHORE,SF,DTSF,DTSF2,COND,TEMP,TDS,SALINITY,DO%,DO,Effort,CATCH,CPUE,YEAR,MON,pa,AREA_2,S_Tide,P_Tide,Experimental_Net_ID,Experimental_Net
20055059,4/15/05 0:00,37,3,37,0,0.46,193,8.93,,0.09,,11.2,1306.66,2,0.153062005,2005,4,1,,2,3,,0
20055060,4/15/05 0:00,38,3,37,1,0.47,190,9.18,,0.09,,11.11,1134.81,1,0.088120478,2005,4,1,,2,3,,0
20055062,4/18/05 0:00,36,3,38,-2,0.44,2109,10.63,,1.09,,10.58,1131.85,6,0.530105579,2005,4,1,,2,3,,0
20055064,4/19/05 0:00,37,3,46,-9,0.35,2563,10.42,,1.31,,10.72,1490.37,2,0.134194864,2005,4,1,,2,2,,0
20055065,4/19/05 0:00,35,3,46,-11,0.32,4680,10.41,,2.52,,10.2,1054.81,0,0,2005,4,0,,1,2,,0
20055066,4/19/05 0:00,37,1,46,-9,0.35,2872,10.69,,1.5,,10.48,1146.66,3,0.261629428,2005,4,1,,2,2,,0
20055067,4/20/05 0:00,37,3,57,-20,0.21,5097,10.69,,2.76,,10.3,1481.48,9,0.607500608,2005,4,1,,1,2,,0
20055068,4/20/05 0:00,38,3,57,-19,0.22,3554,10.8,,1.88,,9.78,1105.18,3,0.271448995,2005,4,1,,1,2,,0
20055069,4/22/05 0:00,37,3,63,-26,0.13,7817,11.08,,4.36,,9.46,1442.96,1,0.06930199,2005,4,1,,4,1,,0
20055070,4/22/05 0:00,37,1,63,-26,0.13,6273,11.05,,3.44,,9.58,1194.07,3,0.251241552,2005,4,1,,4,4,,0
20055072,4/25/05 0:00,38,3,58,-20,0.21,545,11.97,,2.96,,9.5,1128.88,2,0.177166749,2005,4,1,,2,2,,0
20055075,4/26/05 0:00,36,3,49,-13,0.29,273,11.64,,1.43,,9.26,1105.18,1,0.090482998,2005,4,1,,4,4,,0
20055076,4/27/05 0:00,38,1,45,-7,0.37,141,12.3,,1.71,,9.2,1330.37,2,0.150334118,2005,4,1,,3,4,,0
20055077,4/27/05 0:00,37,3,45,-8,0.36,353,12.12,,1.87,,9.53,1122.96,0,0,2005,4,0,,3,4,,0
20055078,4/27/05 0:00,36,3,45,-9,0.35,211,12.22,,1.1,,9.2,1377.77,11,0.798391604,2005,4,1,,2,3,,0
20055079,4/27/05 0:00,37,1,45,-8,0.36,137,12.23,,0.69,,9.28,1131.85,7,0.618456509,2005,4,1,,2,3,,0
200617001,3/13/06 0:00,36,3,64,-28,0.1,,,,,,,1164.44,0,0,2006,3,0,,1,2,,0
200617002,3/13/06 0:00,36,3,64,-28,0.1,,,,,,,1202.96,0,0,2006,3,0,,1,2,,0
200617003,3/13/06 0:00,36,3,64,-28,0.1,,,,,,,1208.88,0,0,2006,3,0,,2,2,,0
200617004,3/13/06 0:00,36,3,64,-28,0.1,,,,,,,1519.99,0,0,2006,3,0,,2,2,,0
200617005,3/14/06 0:00,39,1,64,-25,0.14,8620,4.37,5.46,4.56,100.6,5.6,1131.85,0,0,2006,3,0,,4,2,,0
200617006,3/14/06 0:00,39,1,64,-25,0.14,7832,4.6,5.08,4.3,95.4,11.95,1262.22,0,0,2006,3,0,,4,2,,0
200617007,3/16/06 0:00,35,1,48,-13,0.29,3837,4,2.49,2.01,109.7,14.2,1202.96,0,0,2006,3,0,,4,4,,0
200617008,3/16/06 0:00,35,1,48,-13,0.29,3431,3.96,2.21,1.78,93.8,12.16,1351.11,0,0,2006,3,0,,4,4,,0
200617010,3/16/06 0:00,40,1,48,-8,0.36,3237,4.08,2.12,1.72,107.5,13.88,1188.14,0,0,2006,3,0,,4,2,,0
200617011,3/17/06 0:00,34,1,49,-15,0.27,3621,4.2,2.36,1.91,80.5,10.27,1194.07,0,0,2006,3,0,,4,4,,0
200617012,3/17/06 0:00,34,1,49,-15,0.27,3589,4.3,2.33,1.8,85.6,8,1318.51,0,0,2006,3,0,,4,4,,0
200617013,3/17/06 0:00,33,3,49,-16,0.26,5999,3.97,3.89,3.23,96.4,12.35,1167.4,0,0,2006,3,0,,2,2,,0
200617014,3/17/06 0:00,33,3,49,-16,0.26,5165,4.11,3.36,2.76,98.5,12.63,1220.74,0,0,2006,3,0,,2,2,,0
200617015,3/20/06 0:00,38,3,48,-10,0.33,651,3.8,0.42,0.32,91.1,12,1164.44,1,0.08587819,2006,3,1,,2,4,,0
200617016,3/20/06 0:00,38,3,48,-10,0.33,624,3.79,0.4,0.3,94.1,12.36,1333.33,0,0,2006,3,0,,2,4,,0
200617017,3/21/06 0:00,35,3,51,-16,0.26,5692,4.08,3.7,3.06,87.7,11.23,1149.62,0,0,2006,3,0,,2,2,,0
200617018,3/21/06 0:00,35,3,51,-16,0.26,4217,4.02,2.65,2.22,86.1,11.11,1300.74,0,0,2006,3,0,,2,3,,0
200617019,3/21/06 0:00,35,3,51,-16,0.26,8220,4.2,5.31,4.46,85.1,10.76,1152.59,0,0,2006,3,0,,3,4,,0
200617020,3/21/06 0:00,34,3,51,-17,0.24,6773,4.14,4.4,3.69,84.8,10.8,1173.33,0,0,2006,3,0,,3,4,,0
200617021,3/22/06 0:00,35,3,52,-17,0.24,3400,4.67,2.13,1.74,86.1,10.96,1214.81,0,0,2006,3,0,,2,2,,0
200617022,3/22/06 0:00,35,1,52,-17,0.24,2920,4.24,1.89,1.51,92.2,11.88,1534.81,0,0,2006,3,0,,2,2,,0
200617023,3/22/06 0:00,35,1,52,-17,0.24,2622,4.26,1.7,1.35,83.7,10.78,1122.96,0,0,2006,3,0,,4,4,,0
200617025,3/23/06 0:00,37,3,53,-16,0.26,7761,4.24,4.75,3.68,102.1,13,1235.55,3,0.242806847,2006,3,1,,2,2,,0
200617026,3/23/06 0:00,37,3,53,-16,0.26,4555,3.95,2.93,2.39,103.7,13.4,1691.85,0,0,2006,3,0,,2,2,,0
200617027,3/23/06 0:00,36,3,53,-17,0.24,5577,4.26,3.59,2.9,95.7,12.18,1152.59,1,0.086761121,2006,3,1,,2,4,,0
200617028,3/23/06 0:00,36,3,53,-17,0.24,5560,4.24,3.55,3.1,96.6,12.3,1511.11,0,0,2006,3,0,,2,4,,0
200617029,3/24/06 0:00,36,3,60,-24,0.15,4781,4.43,3.1,2.54,112.9,14.38,1149.62,0,0,2006,3,0,,2,2,,0
200617030,3/24/06 0:00,36,3,60,-24,0.15,5956,4.54,3.87,3.22,115.2,14.53,1309.62,0,0,2006,3,0,,2,2,,0
200617031,3/24/06 0:00,38,3,60,-22,0.18,9750,4.96,6.34,5.53,99.4,12.24,1211.85,0,0,2006,3,0,,2,1,,0
200617032,3/24/06 0:00,38,3,60,-22,0.18,6490,5.69,4.17,3.5,101.7,12.46,1573.33,0,0,2006,3,0,,2,4,,0
200617033,3/27/06 0:00,36,3,65,-29,0.09,18659,5.24,12.12,10.98,98.9,11.95,1211.85,0,0,2006,3,0,,4,2,,0
200617034,3/27/06 0:00,37,3,65,-28,0.1,10345,5.31,6.73,5.83,102.1,12.45,1383.7,0,0,2006,3,0,,4,2,,0
200617035,3/27/06 0:00,39,3,65,-26,0.13,10947,5.25,7.13,6.2,104.4,12.71,1069.62,0,0,2006,3,0,,2,2,,0
200617037,3/28/06 0:00,35,3,66,-31,0.06,13359,5.6,8.68,7.63,103.5,12.46,1125.92,0,0,2006,3,0,,4,2,,0
200617038,3/28/06 0:00,35,3,66,-31,0.06,14646,5.56,9.51,8.44,105.3,12.53,1256.29,1,0.079599456,2006,3,1,,4,2,,0
200617039,3/28/06 0:00,38,1,66,-28,0.1,13762,5.6,8.94,7.89,121,14.43,1220.74,0,0,2006,3,0,,2,2,,0
200617040,3/28/06 0:00,38,1,66,-28,0.1,9455,5.72,6.12,5.35,121.2,14.58,1416.29,0,0,2006,3,0,,2,2,,0
200617041,3/29/06 0:00,38,3,65,-27,0.12,11522,5.94,7.49,6.53,99.3,11.83,1256.29,0,0,2006,3,0,,4,4,,0
200617042,3/29/06 0:00,39,1,65,-26,0.13,8860,5.97,5.79,5,100.8,12.15,1392.59,0,0,2006,3,0,,4,3,,0
200617045,3/30/06 0:00,37,3,63,-26,0.13,10322,6.39,6.7,5.81,105.4,12.52,1205.92,0,0,2006,3,0,,4,4,,0
200617046,3/30/06 0:00,37,3,63,-26,0.13,8188,6.41,5.31,4.72,106.5,12.71,1362.96,1,0.073369725,2006,3,1,,4,4,,0
200617047,3/30/06 0:00,39,3,63,-24,0.15,10299,6.41,6.69,5.78,102.9,12.14,1137.77,0,0,2006,3,0,,4,2,,0
200617048,3/30/06 0:00,39,3,63,-24,0.15,10171,6.48,6.61,5.72,102.4,12.16,1330.37,4,0.300668235,2006,3,1,,4,2,,0
200617049,3/31/06 0:00,35,3,62,-27,0.12,9725,6.83,6.32,5.45,107.3,12.62,1214.81,0,0,2006,3,0,,4,4,,0
200617050,3/31/06 0:00,35,3,62,-27,0.12,9929,6.83,6.45,5.58,107.5,12.62,1318.51,0,0,2006,3,0,,4,4,,0
200617051,3/31/06 0:00,37,3,62,-25,0.14,8960,6.92,5.82,5.01,107.2,12.61,1081.48,1,0.09246588,2006,3,1,,4,1,,0
200617052,3/31/06 0:00,37,3,62,-25,0.14,8655,7,5.62,4.81,107.8,12.68,1235.55,2,0.161871231,2006,3,1,,4,1,,0
200617053,4/4/06 0:00,37,1,58,-21,0.19,6560,8.51,4.24,3.55,94.6,10.8,1143.7,0,0,2006,4,0,,2,2,,0
200617054,4/4/06 0:00,37,3,58,-21,0.19,6400,8.59,4.18,3.5,96.1,10.97,1324.44,1,0.075503609,2006,4,1,,2,2,,0
200617055,4/5/06 0:00,35,1,54,-19,0.22,7053,8.45,4.58,3.89,96.8,11.05,1472.59,1,0.067907564,2006,4,1,,2,2,,0
200617056,4/5/06 0:00,35,1,54,-19,0.22,6754,8.42,4.39,3.71,93,10.65,2322.96,2,0.086097049,2006,4,1,,2,2,,0
200617057,4/6/06 0:00,34,1,51,-17,0.24,5052,8.14,3.27,2.79,97.5,11.3,1149.62,0,0,2006,4,0,,2,2,,0
200617058,4/6/06 0:00,34,1,51,-17,0.24,5342,8.18,3.52,2.96,98,11.34,1226.66,1,0.081522182,2006,4,1,,2,2,,0
200617059,4/6/06 0:00,35,1,51,-16,0.26,4238,8.06,2.76,2.24,95.4,11.14,1173.33,1,0.085227515,2006,4,1,,2,2,,0
200617060,4/6/06 0:00,35,1,51,-16,0.26,4238,8.06,2.76,2.24,95.4,11.14,1434.07,0,0,2006,4,0,,2,2,,0
200617061,4/7/06 0:00,35,3,54,-19,0.22,5788,8.23,3.75,3.14,102.1,11.79,1223.7,5,0.408596878,2006,4,1,,2,2,,0
200617062,4/7/06 0:00,35,3,54,-19,0.22,14630,8.22,9.53,8.55,98.7,11,1605.92,1,0.062269602,2006,4,1,,2,2,,0
200617063,4/7/06 0:00,37,1,54,-17,0.24,4652,8.2,3.02,2.49,94.5,10.97,1208.88,1,0.082721196,2006,4,1,,2,2,,0
200617064,4/7/06 0:00,36,1,54,-18,0.23,6102,8.48,39.74,3.33,94.3,10.81,1395.55,0,0,2006,4,0,,2,2,,0
200617065,4/10/06 0:00,35,3,57,-22,0.18,13220,8.2,8.63,7.66,104.2,11.69,1185.18,0,0,2006,4,0,,3,2,,0
200617066,4/10/06 0:00,35,3,57,-22,0.18,13472,8.2,8.75,7.76,104.8,11.76,1383.7,0,0,2006,4,0,,3,2,,0
200617067,4/10/06 0:00,40,3,57,-17,0.24,9913,8.22,6.47,5.62,85.8,9.74,1291.85,1,0.077408368,2006,4,1,,2,2,,0
200617068,4/10/06 0:00,40,1,57,-17,0.24,5452,9.38,3.5,2.85,81.6,9.26,1597.03,0,0,2006,4,0,,2,2,,0
200617069,4/11/06 0:00,39,3,57,-18,0.23,10511,8.5,6.82,5.8,92.2,10.3,1300.74,7,0.538155204,2006,4,1,,4,4,,0
200617070,4/11/06 0:00,39,3,57,-18,0.23,12222,8.3,7.9,7.9,52,5.7,1754.07,13,0.741133478,2006,4,1,,4,4,,0
200617071,4/11/06 0:00,39,3,57,-18,0.23,8129,8.73,5.22,4.48,94.7,10.68,1232.59,3,0.243389935,2006,4,1,,2,2,,0
200617072,4/11/06 0:00,40,3,57,-17,0.24,8129,8.73,5.22,4.48,94.7,10.68,1774.81,0,0,2006,4,0,,2,2,,0
200617073,4/12/06 0:00,35,3,61,-26,0.13,13722,8.5,8.94,7.95,86.3,9.58,1152.59,2,0.173522241,2006,4,1,,4,4,,0
200617074,4/12/06 0:00,35,1,61,-26,0.13,12520,8.56,8.13,7.17,90.8,10.1,1383.7,1,0.072270001,2006,4,1,,4,4,,0
200617075,4/12/06 0:00,38,1,61,-23,0.17,6730,9.02,4.33,4.04,100.3,11.33,1197.03,0,0,2006,4,0,,4,2,,0
200617076,4/12/06 0:00,38,1,61,-23,0.17,11320,8.59,5.44,5.3,98.5,11.18,1345.18,0,0,2006,4,0,,4,2,,0
200617077,4/13/06 0:00,37,3,61,-24,0.15,7630,9.17,4.96,4.23,96.5,10.81,1111.11,2,0.18000018,2006,4,1,,4,1,,0
200617078,4/13/06 0:00,37,3,61,-24,0.15,8544,9.13,5.53,4.78,97,10.87,1351.11,1,0.074013219,2006,4,1,,4,1,,0
200617079,4/13/06 0:00,40,3,61,-21,0.19,7360,9.69,4.84,4.13,95.8,10.99,1081.48,0,0,2006,4,0,,4,2,,0
200617080,4/13/06 0:00,40,3,61,-21,0.19,6943,9.74,4.34,3.7,100.9,11.17,1668.14,2,0.119894014,2006,4,1,,4,2,,0
200617081,4/14/06 0:00,39,1,59,-20,0.21,5333,9.5,3.47,2.91,88.4,9.91,1321.48,0,0,2006,4,0,,2,4,,0
200617082,4/14/06 0:00,39,1,59,-20,0.21,4990,9.55,3.21,2.52,92,10.33,1496.29,0,0,2006,4,0,,2,4,,0
200617083,4/14/06 0:00,35,1,59,-24,0.15,9755,9.78,6.34,5.5,87.8,9.62,1185.18,0,0,2006,4,0,,4,4,,0
200617084,4/14/06 0:00,35,1,59,-24,0.15,9885,9.73,6.42,5.58,91.3,10,1318.51,1,0.075843187,2006,4,1,,4,4,,0
200617085,4/17/06 0:00,35,1,55,-20,0.21,5375,11.03,3.49,2.91,101,10.93,1102.22,0,0,2006,4,0,,2,4,,0
200617086,4/17/06 0:00,37,1,55,-18,0.23,3898,10.45,2.53,2.07,100.8,11.11,1146.66,0,0,2006,4,0,,2,4,,0
200617087,4/17/06 0:00,38,1,55,-17,0.24,4721,10.85,3.06,2.53,88.3,9.61,1069.62,1,0.093491146,2006,4,1,,4,4,,0
200617088,4/17/06 0:00,38,3,55,-17,0.24,5184,10.89,3.34,2.77,89.3,9.7,1330.37,2,0.150334118,2006,4,1,,4,4,,0
200617089,4/19/06 0:00,35,1,54,-19,0.22,13006,11.4,8.26,7.24,90.6,9.4,1306.66,0,0,2006,4,0,,2,2,,0
200617090,4/19/06 0:00,35,1,54,-19,0.22,12160,11.57,7.83,6.89,91.8,9.58,1502.22,1,0.066568146,2006,4,1,,2,4,,0
200617091,4/19/06 0:00,37,1,54,-17,0.24,8890,11.63,5.69,4.94,104.5,11.03,1422.22,1,0.07031261,2006,4,1,,4,4,,0
200617092,4/19/06 0:00,36,1,54,-18,0.23,7848,11.52,5.11,4.35,104.5,11.09,1176.29,2,0.170026099,2006,4,1,,4,4,,0
200617093,4/20/06 0:00,38,3,55,-17,0.24,15729,11.67,9.84,8.73,87.8,9.03,1214.81,0,0,2006,4,0,,2,2,,0
200617094,4/20/06 0:00,38,3,55,-17,0.24,19438,11.77,12.75,11.53,87.6,8.83,1392.59,3,0.215425933,2006,4,1,,2,2,,0
200617095,4/20/06 0:00,35,3,55,-20,0.21,15090,11.46,9.77,8.8,88,9.07,1197.03,0,0,2006,4,0,,2,3,,0
200617096,4/20/06 0:00,35,3,55,-20,0.21,17245,11.4,11.2,10.2,87.2,8.92,1345.18,2,0.148678987,2006,4,1,,2,4,,0
200717001,3/14/07 0:00,37,3,59,-22,0.18,17524,1.73,,10.11,194.7,25.4,1277.03,3,0.234920088,2007,3,1,,1,2,,0
200717002,3/14/07 0:00,38,3,59,-21,0.19,20790,1.75,,12.15,294.4,21.49,1949.62,1,0.051292047,2007,3,1,,1,2,,0
200717003,3/14/07 0:00,38,1,59,-21,0.19,8984,1.57,,4.88,117,15.76,1140.74,0,0,2007,3,0,,2,2,,0
200717004,3/15/07 0:00,37,3,56,-19,0.22,,,,,,,1170.37,4,0.34177226,2007,3,1,,4,2,,0
200717005,3/15/07 0:00,37,3,56,-19,0.22,,,,,,,1250.37,3,0.239928981,2007,3,1,,2,2,,0
200717006,3/15/07 0:00,37,1,56,-19,0.22,,,,,,,1546.66,0,0,2007,3,0,,2,2,,0
200717007,3/21/07 0:00,38,1,35,3,0.5,346,0.5,,0.16,83.1,11.97,1114.07,0,0,2007,3,0,,3,4,,0
200717009,3/21/07 0:00,38,3,35,3,0.5,315,0.86,,0.14,93.9,13.44,1164.44,0,0,2007,3,0,,4,4,,0
200717010,3/21/07 0:00,38,3,35,3,0.5,308,1.09,,0.22,93.5,15.31,1348.14,0,0,2007,3,0,,4,4,,0
200717011,3/22/07 0:00,36,3,35,1,0.47,400,1.08,0.23,0.2,,,1185.18,0,0,2007,3,0,,2,4,,0
200717012,3/22/07 0:00,36,3,35,1,0.47,325,1.16,0.21,0.15,,,1392.59,0,0,2007,3,0,,2,4,,0
200717013,3/22/07 0:00,35,3,35,0,0.46,471,1.3,0.3,0.22,,,1223.7,0,0,2007,3,0,,4,4,,0
200717014,3/22/07 0:00,35,3,35,0,0.46,526,1.33,0.34,0.25,,,1333.33,0,0,2007,3,0,,4,4,,0
200717015,3/23/07 0:00,35,3,32,3,0.5,330,1.92,0.21,0.2,,,1265.18,1,0.079040137,2007,3,1,,2,2,,0
200717016,3/23/07 0:00,36,3,32,4,0.51,300,1.8,0.2,0.17,,,1063.7,3,0.282034408,2007,3,1,,2,3,,0
200717017,3/23/07 0:00,37,3,32,5,0.53,400,1.34,0.3,0.25,,,1179.25,0,0,2007,3,0,,4,4,,0
200717018,3/23/07 0:00,37,3,32,5,0.53,300,1.33,0.25,0.2,,,1188.14,0,0,2007,3,0,,4,4,,0
200717019,3/26/07 0:00,35,1,19,16,0.67,528,1.91,0.35,0.26,,,1241.48,0,0,2007,3,0,,1,2,,0
200717020,3/26/07 0:00,36,3,19,17,0.68,330,1.75,0.2,0.17,,,1336.29,1,0.074834055,2007,3,1,,2,2,,0
200717021,3/26/07 0:00,36,3,19,17,0.68,318,1.8,0.2,0.18,,,1128.88,0,0,2007,3,0,,2,2,,0
200717022,3/26/07 0:00,36,3,19,17,0.68,305,1.72,0.19,0.14,,,1140.74,2,0.175324789,2007,3,1,,2,2,,0
200717025,3/28/07 0:00,37,3,30,7,0.55,330,2.23,0.18,0.18,133.8,18.34,1179.25,0,0,2007,3,0,,1,2,,0
200717026,3/28/07 0:00,37,3,30,7,0.55,330,2.23,0.18,0.18,133.8,18.34,1220.74,0,0,2007,3,0,,1,2,,0
200717027,3/28/07 0:00,38,1,30,8,0.56,246,2.57,0.17,0.2,117,15.87,1205.92,0,0,2007,3,0,,2,2,,0
200717028,3/28/07 0:00,38,1,30,8,0.56,246,2.57,0.17,0.2,117,15.87,1306.66,0,0,2007,3,0,,2,2,,0
200717029,3/29/07 0:00,38,3,30,8,0.56,,3.15,,0.13,,,1413.33,0,0,2007,3,0,,4,1,,0
200717030,3/29/07 0:00,38,1,30,8,0.56,,3.07,,0.13,,,1537.77,0,0,2007,3,0,,4,1,,0
200717031,3/29/07 0:00,36,1,30,6,0.54,453,3.42,0.2,0.22,105.2,13.78,1241.48,1,0.080549022,2007,3,1,,2,2,,0
200717032,3/30/07 0:00,36,1,38,-2,0.44,296,3.69,,0.14,,,1122.96,1,0.089050367,2007,3,1,,4,1,,0
200717033,3/30/07 0:00,37,3,38,-1,0.45,294,3.78,,0.14,,,1309.62,0,0,2007,3,0,,4,1,,0
200717034,3/30/07 0:00,36,3,38,-2,0.44,296,3.75,,0.14,,,1176.29,0,0,2007,3,0,,1,2,,0
200717035,3/30/07 0:00,36,1,38,-2,0.44,296,3.84,,0.14,,,1327.4,0,0,2007,3,0,,1,2,,0
200717036,4/2/07 0:00,37,3,36,1,0.47,252,5,0.21,0.14,107.4,13.68,1134.81,0,0,2007,4,0,,4,4,,0
200717037,4/2/07 0:00,37,3,36,1,0.47,252,5,0.21,0.14,107.4,13.68,1182.22,0,0,2007,4,0,,4,4,,0
200717038,4/2/07 0:00,39,1,36,3,0.5,300,5.07,0.25,0.18,103.5,13.13,1125.92,0,0,2007,4,0,,4,1,,0
200717039,4/2/07 0:00,39,1,36,3,0.5,200,4.89,0.25,0.2,107.9,13.7,1330.37,0,0,2007,4,0,,4,1,,0
200717040,4/3/07 0:00,37,1,35,2,0.49,246,5.07,,0.12,,,1119.99,0,0,2007,4,0,,1,4,,0
200717041,4/3/07 0:00,36,1,35,1,0.47,247,5.07,,0.12,,,1125.92,1,0.088816257,2007,4,1,,4,4,,0
200717042,4/3/07 0:00,36,1,35,1,0.47,251,5.47,,0.12,,,1102.22,0,0,2007,4,0,,4,4,,0
200717043,4/3/07 0:00,37,1,35,2,0.49,247,5.17,,0.12,,,1291.85,0,0,2007,4,0,,4,4,,0
200717044,4/4/07 0:00,40,1,37,3,0.5,239,5.46,,0.11,,,1158.51,0,0,2007,4,0,,4,4,,0
200717045,4/4/07 0:00,39,3,37,2,0.49,244,5.92,,0.12,,,1202.96,0,0,2007,4,0,,4,4,,0
200717046,4/5/07 0:00,37,1,32,5,0.53,234,5.26,,0.11,,,1208.88,0,0,2007,4,0,,4,4,,0
200717047,4/5/07 0:00,37,3,32,5,0.53,235,5.36,,0.11,,,1404.44,0,0,2007,4,0,,4,4,,0
200717048,4/6/07 0:00,38,1,23,15,0.65,231,5.44,,0.11,266.1,33.72,1102.22,0,0,2007,4,0,,2,4,,0
200717049,4/6/07 0:00,38,1,23,15,0.65,231,5.44,,0.11,266.1,33.72,1214.81,1,0.082317399,2007,4,1,,2,4,,0
200717050,4/6/07 0:00,37,3,23,14,0.64,232,5.68,,0.11,490,60,1200,0,0,2007,4,0,,4,4,,0
200717051,4/9/07 0:00,37,3,32,5,0.53,225,5.21,,0.11,,,1211.85,0,0,2007,4,0,,4,2,,0
200717052,4/9/07 0:00,37,3,32,5,0.53,221,5.11,,0.11,,,1300.74,0,0,2007,4,0,,4,2,,0
200717053,4/9/07 0:00,37,3,32,5,0.53,218,5.32,,0.1,,,1161.48,2,0.172194097,2007,4,1,,2,2,,0
200717054,4/9/07 0:00,37,1,32,5,0.53,217,5.27,,0.1,,,1422.22,0,0,2007,4,0,,2,2,,0
200717055,4/10/07 0:00,39,3,35,4,0.51,220,5.5,,0.1,,,1167.4,0,0,2007,4,0,,2,2,,0
200717056,4/10/07 0:00,38,3,35,3,0.5,227,5.4,,0.11,,,1300.74,1,0.076879315,2007,4,1,,2,2,,0
200717057,4/11/07 0:00,37,3,42,-5,0.4,1305,5.68,,0.74,,,1081.48,0,0,2007,4,0,,2,2,,0
200717058,4/11/07 0:00,37,3,42,-5,0.4,9390,5.67,,5.25,,,1262.22,4,0.316901966,2007,4,1,,2,2,,0
200717059,4/11/07 0:00,37,3,42,-5,0.4,7555,5.75,,4.08,,,1128.88,1,0.088583375,2007,4,1,,2,2,,0
200717060,4/11/07 0:00,37,3,42,-5,0.4,7555,5.75,,4.08,,,1324.44,1,0.075503609,2007,4,1,,2,2,,0
200717061,4/13/07 0:00,38,1,46,-8,0.36,2287,6.23,,1.17,,,1167.4,0,0,2007,4,0,,1,1,,0
200717062,4/13/07 0:00,37,1,46,-9,0.35,2137,6.29,,1.09,,,1354.07,0,0,2007,4,0,,1,2,,0
200717063,4/18/07 0:00,39,3,25,14,0.64,204,4.9,,0.1,,,1146.66,0,0,2007,4,0,,2,2,,0
200717064,4/18/07 0:00,40,3,25,15,0.65,204,4.9,,0.1,,,1268.14,0,0,2007,4,0,,2,2,,0
200717065,4/18/07 0:00,38,3,25,13,0.63,207,5.07,,0.1,,,1229.62,0,0,2007,4,0,,1,2,,0
200717066,4/18/07 0:00,38,3,25,13,0.63,207,5.14,,0.1,,,1380.74,0,0,2007,4,0,,1,2,,0
200717067,4/19/07 0:00,39,3,17,22,0.74,198,4.87,,0.09,116,15.2,1253.33,0,0,2007,4,0,,2,3,,0
200717068,4/19/07 0:00,38,3,17,21,0.73,198,4.87,,0.09,116,15.2,1262.22,0,0,2007,4,0,,2,3,,0
200717069,4/19/07 0:00,38,1,17,21,0.73,222,5.08,,0.11,147.6,18.9,1066.66,1,0.093750586,2007,4,1,,4,4,,0
200717070,4/19/07 0:00,38,1,17,21,0.73,222,5.08,,0.11,147.6,18.9,1179.25,0,0,2007,4,0,,4,4,,0
200717071,4/20/07 0:00,38,3,13,25,0.78,184,4.97,,0.09,106.4,13.75,1291.85,0,0,2007,4,0,,2,4,,0
200717072,4/20/07 0:00,38,3,13,25,0.78,184,4.96,,0.09,103.8,13.29,1354.07,0,0,2007,4,0,,2,4,,0
200717073,4/20/07 0:00,40,3,13,27,0.81,184,5.32,,0.09,141.5,17.87,1185.18,0,0,2007,4,0,,4,4,,0
200717074,4/20/07 0:00,40,3,13,27,0.81,184,5.44,,0.09,114.7,14.43,1268.14,0,0,2007,4,0,,4,4,,0
200717075,4/23/07 0:00,37,3,0,37,0.94,204,6.51,,0.1,85.4,10.5,1259.25,0,0,2007,4,0,,2,2,,0
200717076,4/23/07 0:00,37,3,0,37,0.94,204,6.51,,0.1,85.4,10.5,1336.29,0,0,2007,4,0,,2,2,,0
200717077,4/23/07 0:00,37,1,0,37,0.94,202,6.46,,0.1,86.9,10.68,1262.22,0,0,2007,4,0,,3,4,,0
200717078,4/23/07 0:00,38,1,0,38,0.95,201,6.39,,0.1,85.6,10.53,1374.81,1,0.072737324,2007,4,1,,3,4,,0
200717079,4/24/07 0:00,34,1,0,34,0.9,205,7,,0.1,419.8,51.14,1188.14,1,0.084165166,2007,4,1,,2,2,,0
200717080,4/24/07 0:00,39,1,0,39,0.96,195,6.76,,0.09,371,45.2,1386.66,1,0.072115731,2007,4,1,,2,4,,0
200717081,4/24/07 0:00,39,1,0,39,0.96,195,6.76,,0.09,371,45.2,1354.07,0,0,2007,4,0,,2,4,,0
200717082,4/25/07 0:00,35,3,28,7,0.55,202,7.56,,0.1,85.2,10.21,1155.55,1,0.086538878,2007,4,1,,2,2,,0
200717083,4/25/07 0:00,35,3,28,7,0.55,200,7.28,,0.1,79.2,9.5,1235.55,0,0,2007,4,0,,2,2,,0
200717084,4/25/07 0:00,38,3,28,10,0.59,270,7.73,,0.13,64.9,7.67,1102.22,0,0,2007,4,0,,2,2,,0
200717085,4/25/07 0:00,38,3,28,10,0.59,270,7.73,,0.13,64.9,7.67,1294.81,4,0.308925634,2007,4,1,,2,2,,0
200817001,3/17/08 0:00,38,1,32,6,0.54,136,3.5,0.15,0.11,118.5,15.74,1318.51,0,0,2008,3,0,,2,2,,0
200817002,3/17/08 0:00,38,1,32,6,0.54,135,3.5,0.14,0.11,118,15.67,1265.18,0,0,2008,3,0,,2,2,,0
200817003,3/17/08 0:00,37,1,32,5,0.53,136,3.5,0.15,0.11,117.4,15.58,1241.48,0,0,2008,3,0,,2,2,,0
200817004,3/17/08 0:00,37,3,32,5,0.53,136,3.39,0.15,0.11,116.9,15.57,1226.66,0,0,2008,3,0,,2,3,,0
200817005,3/18/08 0:00,36,1,35,1,0.47,140,3.54,0.15,0.11,120.1,15.91,1235.55,0,0,2008,3,0,,4,1,,0
200817006,3/18/08 0:00,35,1,35,0,0.46,1030,3.76,1.12,0.88,114,15.1,1128.88,0,0,2008,3,0,,4,1,,0
