Population,Survey,Date,Easting,Northing,Latitude,Longitude,Vegetation,Bird Count
B,2,4/13/2000,526412,2800310,25 19.257,-80 44.244,,0
B,2,4/12/2000,527419,2800312,25 19.257,-80 43.644,,0
B,2,4/11/2000,528414,2800317,25 19.259,-80 43.051,,0
B,2,4/13/2000,525421,2799315,25 18.719,-80 44.836,,2
B,2,4/13/2000,526418,2799317,25 18.719,-80 44.242,,2
B,2,4/12/2000,527423,2799319,25 18.719,-80 43.643,,3
B,2,4/11/2000,528417,2799321,25 18.719,-80 43.050,,0
B,2,4/11/2000,529410,2799327,25 18.721,-80 42.458,,0
B,2,4/18/2000,525423,2798313,25 18.176,-80 44.836,,1
B,2,4/13/2000,526420,2798315,25 18.176,-80 44.242,,2
B,2,4/12/2000,527418,2798315,25 18.175,-80 43.647,,2
B,2,4/11/2000,528423,2798319,25 18.176,-80 43.048,,2
B,2,4/11/2000,529408,2798319,25 18.175,-80 42.461,,0
B,2,4/18/2000,525427,2797322,25 17.639,-80 44.835,,4
B,2,4/13/2000,526422,2797325,25 17.640,-80 44.242,,0
B,2,4/12/2000,527427,2797327,25 17.640,-80 43.643,,3
B,2,4/11/2000,528427,2797331,25 17.641,-80 43.047,,1
B,2,4/11/2000,529411,2797330,25 17.639,-80 42.460,,0
B,2,4/18/2000,525429,2796342,25 17.108,-80 44.835,,0
B,2,4/12/2000,526424,2796344,25 17.108,-80 44.242,,0
B,2,4/12/2000,527445,2796331,25 17.100,-80 43.633,,0
B,2,4/11/2000,528450,2796333,25 17.100,-80 43.034,,0
B,2,4/11/2000,528453,2795342,25 16.563,-80 43.034,,0
B,2,4/18/2000,525432,2795341,25 16.566,-80 44.834,,0
B,2,4/12/2000,526439,2795343,25 16.566,-80 44.234,,0
B,2,4/12/2000,527446,2795345,25 16.566,-80 43.634,,0
B,2,4/11/2000,529433,2795350,25 16.566,-80 42.450,,0
B,2,5/1/2000,530401,2795352,25 16.566,-80 41.873,,0
C,1,4/30/1981,537346,2814181,25 26.759,-80 37.703,Saw Grass,0
C,1,4/30/1981,535343,2813188,25 26.224,-80 38.900,Mangrove,0
C,1,4/30/1981,536350,2813191,25 26.224,-80 38.299,Saw Grass+Eleochris (wet grass),0
C,1,4/30/1981,537335,2813186,25 26.220,-80 37.711,Saw Grass,1
C,1,4/30/1981,535347,2812201,25 25.689,-80 38.899,Saw Grass,0
C,1,4/30/1981,536341,2812198,25 25.686,-80 38.306,Mixed Prairie,1
C,1,4/30/1981,537336,2812201,25 25.686,-80 37.712,Saw Grass+Mixed Prairie,0
C,1,4/30/1981,535341,2811190,25 25.141,-80 38.904,Mixed Prairie+Hardwood Hammock,0
C,1,4/30/1981,536340,2811192,25 25.141,-80 38.308,Saw Grass,1
C,1,4/30/1981,537338,2811195,25 25.141,-80 37.713,Saw Grass+Eleochris (wet grass),1
C,1,4/30/1981,539266,2818175,25 28.920,-80 36.550,Saw Grass,0
C,1,4/30/1981,540272,2818178,25 28.920,-80 35.950,Mixed Prairie,0
C,1,4/30/1981,541263,2818185,25 28.922,-80 35.358,Mixed Prairie,0
C,1,4/30/1981,538278,2815181,25 27.299,-80 37.145,Saw Grass+Eleochris (wet grass),0
C,1,4/30/1981,539277,2815183,25 27.299,-80 36.549,Saw Grass+Muhly,0
C,1,4/30/1981,540281,2815186,25 27.299,-80 35.950,Mixed Prairie,0
C,1,4/30/1981,541050,2815192,25 27.301,-80 35.491,Muhly,0
C,1,4/30/1981,538283,2814184,25 26.759,-80 37.144,Pines,2
C,1,4/30/1981,539281,2814189,25 26.760,-80 36.548,Saw Grass+Eleochris (wet grass),2
C,1,4/30/1981,540284,2814193,25 26.761,-80 35.950,Muhly,0
C,1,4/30/1981,541091,2814198,25 26.762,-80 35.468,Hardwood Hammock,0
C,1,4/30/1981,538277,2813200,25 26.226,-80 37.149,Saw Grass+Pines,1
C,1,4/30/1981,539283,2813203,25 26.226,-80 36.549,Saw Grass,1
C,1,4/30/1981,540283,2813208,25 26.227,-80 35.952,Saw Grass,0
C,1,4/30/1981,541121,2813212,25 26.228,-80 35.452,Mixed Prairie,0
C,1,4/30/1981,538288,2812209,25 25.689,-80 37.144,Muhly,1
C,1,4/30/1981,539286,2812212,25 25.689,-80 36.549,Mixed Prairie,3
C,1,4/30/1981,540286,2812215,25 25.689,-80 35.952,Mixed Prairie,1
C,1,4/30/1981,541143,2812218,25 25.689,-80 35.441,Mixed Prairie,1
C,1,4/30/1981,538291,2811200,25 25.142,-80 37.144,Mixed Prairie,1
C,1,4/30/1981,539290,2811202,25 25.142,-80 36.548,Mixed Prairie,1
C,1,4/30/1981,540289,2811205,25 25.142,-80 35.952,Mixed Prairie+Hardwood Hammock,1
C,1,4/30/1981,541114,2811208,25 25.142,-80 35.460,Mixed Prairie,0
C,1,4/30/1981,538301,2810207,25 24.604,-80 37.140,Muhly,2
C,1,4/30/1981,539293,2810210,25 24.604,-80 36.548,Mixed Prairie,2
C,1,4/30/1981,540296,2810214,25 24.605,-80 35.950,Mixed Prairie,1
C,1,4/30/1981,541291,2810219,25 24.606,-80 35.356,Saw Grass+Eleochris (wet grass),0
C,1,4/30/1981,542300,2810222,25 24.606,-80 34.754,Saw Grass+Eleochris (wet grass),0
C,1,4/30/1981,539301,2809200,25 24.057,-80 36.545,Mixed Prairie,1
C,1,4/30/1981,540299,2809207,25 24.059,-80 35.950,Muhly,1
C,1,4/30/1981,542300,2809218,25 24.062,-80 34.756,Muhly,0
C,1,4/30/1981,539307,2808194,25 23.512,-80 36.543,Muhly,0
C,1,4/30/1981,540303,2808197,25 23.512,-80 35.949,Muhly,1
C,1,4/30/1981,542308,2807210,25 22.974,-80 34.755,Mixed Prairie+Hardwood Hammock,0
C,1,5/8/1992,537346,2814181,25 26.759,-80 37.703,Muhly+Hardwood Hammock,0
C,1,5/8/1992,535343,2813188,25 26.224,-80 38.900,Mixed Prairie+Hardwood Hammock,0
C,1,5/8/1992,536350,2813191,25 26.224,-80 38.299,Mixed Prairie+Hardwood Hammock,0
C,1,5/8/1992,537335,2813186,25 26.220,-80 37.711,Muhly,0
C,1,5/8/1992,535347,2812201,25 25.689,-80 38.899,Mixed Prairie,0
C,1,5/8/1992,536341,2812198,25 25.686,-80 38.306,Mixed Prairie,0
C,1,5/8/1992,537336,2812201,25 25.686,-80 37.712,Mixed Prairie,0
C,1,5/8/1992,535341,2811190,25 25.141,-80 38.904,TR,0
C,1,5/8/1992,536340,2811192,25 25.141,-80 38.308,Mixed Prairie,0
C,1,5/8/1992,537338,2811195,25 25.141,-80 37.713,Mixed Prairie,0
C,1,5/4/1992,539266,2818175,25 28.920,-80 36.550,Muhly,0
C,1,5/4/1992,540272,2818178,25 28.920,-80 35.950,Muhly,0
C,1,5/4/1992,541263,2818185,25 28.922,-80 35.358,Muhly,0
C,1,4/22/1992,538278,2815181,25 27.299,-80 37.145,Muhly,0
C,1,4/22/1992,539277,2815183,25 27.299,-80 36.549,Muhly,0
C,1,4/22/1992,540281,2815186,25 27.299,-80 35.950,Muhly,0
C,1,4/20/1992,541050,2815192,25 27.301,-80 35.491,Muhly+Saw Grass,0
C,1,4/22/1992,538283,2814184,25 26.759,-80 37.144,Muhly,0
C,1,4/22/1992,539281,2814189,25 26.760,-80 36.548,Muhly+Saw Grass,0
C,1,4/22/1992,540284,2814193,25 26.761,-80 35.950,Muhly,0
C,1,4/20/1992,541091,2814198,25 26.762,-80 35.468,Muhly,0
C,1,4/22/1992,538277,2813200,25 26.226,-80 37.149,Muhly,0
C,1,4/22/1992,539283,2813203,25 26.226,-80 36.549,Muhly,0
C,1,4/22/1992,540283,2813208,25 26.227,-80 35.952,Muhly,0
C,1,4/20/1992,541121,2813212,25 26.228,-80 35.452,Muhly,0
C,1,4/22/1992,538288,2812209,25 25.689,-80 37.144,Mixed Prairie,0
C,1,4/22/1992,539286,2812212,25 25.689,-80 36.549,Muhly,0
C,1,4/22/1992,540286,2812215,25 25.689,-80 35.952,Muhly,0
C,1,4/20/1992,541143,2812218,25 25.689,-80 35.441,Muhly,0
C,1,4/22/1992,538291,2811200,25 25.142,-80 37.144,Muhly,0
C,1,4/22/1992,539290,2811202,25 25.142,-80 36.548,Muhly,0
C,1,4/22/1992,540289,2811205,25 25.142,-80 35.952,Muhly,3
C,1,4/20/1992,541114,2811208,25 25.142,-80 35.460,Muhly,0
C,1,4/22/1992,538301,2810207,25 24.604,-80 37.140,Muhly,0
C,1,4/22/1992,539293,2810210,25 24.604,-80 36.548,Muhly,0
C,1,4/22/1992,540296,2810214,25 24.605,-80 35.950,Muhly,0
C,1,4/20/1992,541291,2810219,25 24.606,-80 35.356,Muhly,0
C,1,4/22/1992,542300,2810222,25 24.606,-80 34.754,Mixed Prairie,0
C,1,4/22/1992,539301,2809200,25 24.057,-80 36.545,Muhly,0
C,1,4/22/1992,540299,2809207,25 24.059,-80 35.950,Muhly,0
C,1,4/22/1992,542300,2809218,25 24.062,-80 34.756,Mixed Prairie,0
C,1,4/22/1992,539307,2808194,25 23.512,-80 36.543,Muhly,0
C,1,4/20/1992,540303,2808197,25 23.512,-80 35.949,Muhly,0
C,1,4/22/1992,542308,2807210,25 22.974,-80 34.755,Saw Grass+Muhly,0
C,1,4/20/1992,541314,2809228,25 24.069,-80 35.344,Muhly,0
C,1,4/21/1993,537346,2814181,25 26.759,-80 37.703,Muhly+Hardwood Hammock,0
C,1,4/21/1993,536350,2813191,25 26.224,-80 38.299,Hardwood Hammock,0
C,1,4/21/1993,537335,2813186,25 26.220,-80 37.711,Muhly+Hardwood Hammock,0
C,1,4/21/1993,536341,2812198,25 25.686,-80 38.306,Mixed Prairie,0
C,1,4/21/1993,537336,2812201,25 25.686,-80 37.712,Muhly,0
C,1,4/21/1993,536340,2811192,25 25.141,-80 38.308,Muhly,0
C,1,4/21/1993,537338,2811195,25 25.141,-80 37.713,Muhly,0
C,1,4/2/1993,539266,2818175,25 28.920,-80 36.550,Mixed Prairie,0
C,1,4/2/1993,540272,2818178,25 28.920,-80 35.950,Mixed Prairie,0
C,1,4/2/1993,541263,2818185,25 28.922,-80 35.358,Mixed Prairie,0
C,1,4/4/1993,538278,2815181,25 27.299,-80 37.145,Muhly+Hardwood Hammock,0
C,1,4/4/1993,539277,2815183,25 27.299,-80 36.549,Muhly+Hardwood Hammock,0
C,1,4/4/1993,540281,2815186,25 27.299,-80 35.950,Muhly,0
C,1,4/2/1993,541050,2815192,25 27.301,-80 35.491,Muhly+Saw Grass,0
C,1,4/4/1993,538283,2814184,25 26.759,-80 37.144,Muhly+Hardwood Hammock,0
C,1,4/4/1993,539281,2814189,25 26.760,-80 36.548,Muhly+Hardwood Hammock,0
C,1,4/4/1993,540284,2814193,25 26.761,-80 35.950,Mixed Prairie,0
C,1,4/2/1993,541091,2814198,25 26.762,-80 35.468,Mixed Prairie,0
C,1,4/4/1993,538277,2813200,25 26.226,-80 37.149,Muhly,0
C,1,4/4/1993,539283,2813203,25 26.226,-80 36.549,Muhly,0
C,1,4/4/1993,540283,2813208,25 26.227,-80 35.952,Mixed Prairie,0
C,1,4/2/1993,541121,2813212,25 26.228,-80 35.452,Muhly,0
C,1,4/4/1993,538288,2812209,25 25.689,-80 37.144,Mixed Prairie,0
C,1,4/4/1993,539286,2812212,25 25.689,-80 36.549,Muhly,0
C,1,4/2/1993,540286,2812215,25 25.689,-80 35.952,Muhly+BT,0
C,1,4/2/1993,541143,2812218,25 25.689,-80 35.441,Muhly,0
C,1,4/4/1993,538291,2811200,25 25.142,-80 37.144,Muhly,0
C,1,4/4/1993,539290,2811202,25 25.142,-80 36.548,Muhly,0
C,1,4/2/1993,540289,2811205,25 25.142,-80 35.952,Muhly+BT,0
C,1,4/2/1993,541114,2811208,25 25.142,-80 35.460,Muhly+Saw Grass,0
C,1,4/2/1993,538301,2810207,25 24.604,-80 37.140,Muhly,0
C,1,4/4/1993,539293,2810210,25 24.604,-80 36.548,Muhly,0
C,1,4/2/1993,540296,2810214,25 24.605,-80 35.950,Muhly,0
C,1,4/2/1993,541291,2810219,25 24.606,-80 35.356,Muhly,0
C,1,4/2/1993,542300,2810222,25 24.606,-80 34.754,Muhly,0
C,1,4/2/1993,539301,2809200,25 24.057,-80 36.545,Muhly,0
C,1,4/2/1993,540299,2809207,25 24.059,-80 35.950,Muhly+Saw Grass,0
C,1,4/2/1993,542300,2809218,25 24.062,-80 34.756,,0
C,1,4/4/1993,539307,2808194,25 23.512,-80 36.543,Muhly+Saw Grass,0
C,1,4/2/1993,540303,2808197,25 23.512,-80 35.949,Muhly+Saw Grass,0
C,1,4/2/1993,542308,2807210,25 22.974,-80 34.755,Muhly+Saw Grass,0
C,1,5/22/1995,535343,2813188,25 26.224,-80 38.900,Muhly+Saw Grass+Hardwood Hammock,0
C,1,5/22/1995,536350,2813191,25 26.224,-80 38.299,Mixed Prairie+Hardwood Hammock,0
C,1,5/22/1995,537335,2813186,25 26.220,-80 37.711,Muhly+Saw Grass+Hardwood Hammock,0
C,1,5/22/1995,535347,2812201,25 25.689,-80 38.899,Muhly+Saw Grass+Hardwood Hammock,0
C,1,5/22/1995,536341,2812198,25 25.686,-80 38.306,Mixed Prairie,0
C,1,5/22/1995,537336,2812201,25 25.686,-80 37.712,Mixed Prairie,0
C,1,5/22/1995,535341,2811190,25 25.141,-80 38.904,Mixed Prairie+Hardwood Hammock+Pines,0
C,1,5/22/1995,536340,2811192,25 25.141,-80 38.308,Mixed Prairie+Hardwood Hammock,0
C,1,5/22/1995,537338,2811195,25 25.141,-80 37.713,Mixed Prairie,0
C,1,5/2/1995,539266,2818175,25 28.920,-80 36.550,Mixed Prairie,0
C,1,5/2/1995,540272,2818178,25 28.920,-80 35.950,Mixed Prairie+Hardwood Hammock,0
C,1,5/2/1995,541263,2818185,25 28.922,-80 35.358,Mixed Prairie,0
C,1,5/2/1995,539277,2815183,25 27.299,-80 36.549,Muhly+Saw Grass,0
C,1,5/2/1995,540281,2815186,25 27.299,-80 35.950,Saw Grass+Muhly,0
C,1,5/2/1995,541050,2815192,25 27.301,-80 35.491,BT+Saw Grass+Hardwood Hammock,0
C,1,5/2/1995,540284,2814193,25 26.761,-80 35.950,Mixed Prairie,0
C,1,5/2/1995,541091,2814198,25 26.762,-80 35.468,Saw Grass,0
C,1,5/2/1995,539283,2813203,25 26.226,-80 36.549,Muhly+Saw Grass,0
C,1,5/2/1995,540283,2813208,25 26.227,-80 35.952,Mixed Prairie,0
C,1,5/2/1995,541121,2813212,25 26.228,-80 35.452,BT+Saw Grass,0
C,1,5/2/1995,539286,2812212,25 25.689,-80 36.549,Muhly+Saw Grass,0
C,1,5/2/1995,540286,2812215,25 25.689,-80 35.952,Muhly+Saw Grass,0
C,1,5/2/1995,541143,2812218,25 25.689,-80 35.441,Saw Grass,0
C,1,5/2/1995,539290,2811202,25 25.142,-80 36.548,Saw Grass+Muhly,0
C,1,5/2/1995,540289,2811205,25 25.142,-80 35.952,Saw Grass+Muhly,0
C,1,5/2/1995,541114,2811208,25 25.142,-80 35.460,Mixed Prairie,0
C,1,5/2/1995,539293,2810210,25 24.604,-80 36.548,Saw Grass+Muhly,0
C,1,5/2/1995,540296,2810214,25 24.605,-80 35.950,LI,0
C,1,5/2/1995,541291,2810219,25 24.606,-80 35.356,Mixed Prairie,0
C,1,4/12/1996,537346,2814181,25 26.759,-80 37.703,Muhly,0
C,1,4/12/1996,535343,2813188,25 26.224,-80 38.900,Muhly+Mixed Prairie,0
C,1,4/12/1996,536350,2813191,25 26.224,-80 38.299,Muhly+Mixed Prairie,0
C,1,4/12/1996,537335,2813186,25 26.220,-80 37.711,Muhly+Saw Grass,0
C,1,4/12/1996,535347,2812201,25 25.689,-80 38.899,Muhly,0
C,1,4/12/1996,536341,2812198,25 25.686,-80 38.306,Muhly,0
C,1,4/12/1996,537336,2812201,25 25.686,-80 37.712,Muhly,0
C,1,4/12/1996,535341,2811190,25 25.141,-80 38.904,Pines+Mixed Prairie+Muhly,0
C,1,4/12/1996,536340,2811192,25 25.141,-80 38.308,Muhly+Mixed Prairie,0
C,1,4/12/1996,537338,2811195,25 25.141,-80 37.713,Muhly,0
C,1,4/3/1996,538278,2815181,25 27.299,-80 37.145,Muhly,0
C,1,4/3/1996,539277,2815183,25 27.299,-80 36.549,Mixed Prairie,0
C,1,4/2/1996,540281,2815186,25 27.299,-80 35.950,Mixed Prairie,0
C,1,4/1/1996,541050,2815192,25 27.301,-80 35.491,Muhly,0
C,1,4/3/1996,538283,2814184,25 26.759,-80 37.144,Mixed Prairie,0
C,1,4/3/1996,539281,2814189,25 26.760,-80 36.548,Muhly,0
C,1,4/2/1996,540284,2814193,25 26.761,-80 35.950,Saw Grass+Muhly,0
C,1,4/1/1996,541091,2814198,25 26.762,-80 35.468,Muhly,0
C,1,4/3/1996,538277,2813200,25 26.226,-80 37.149,Mixed Prairie,0
C,1,4/3/1996,539283,2813203,25 26.226,-80 36.549,Muhly,0
C,1,4/2/1996,540283,2813208,25 26.227,-80 35.952,Muhly,0
C,1,4/1/1996,541121,2813212,25 26.228,-80 35.452,Saw Grass+Muhly,0
C,1,4/3/1996,538288,2812209,25 25.689,-80 37.144,Mixed Prairie,0
C,1,4/3/1996,539286,2812212,25 25.689,-80 36.549,Muhly,0
C,1,4/2/1996,540286,2812215,25 25.689,-80 35.952,Muhly,0
C,1,4/1/1996,541143,2812218,25 25.689,-80 35.441,Muhly,0
C,1,4/3/1996,538291,2811200,25 25.142,-80 37.144,Muhly,0
C,1,4/3/1996,539290,2811202,25 25.142,-80 36.548,Muhly,0
C,1,4/2/1996,540289,2811205,25 25.142,-80 35.952,Muhly,0
C,1,4/2/1996,541114,2811208,25 25.142,-80 35.460,Muhly,0
C,1,4/3/1996,538301,2810207,25 24.604,-80 37.140,Mixed Prairie,0
C,1,4/3/1996,539293,2810210,25 24.604,-80 36.548,Muhly,3
C,1,4/2/1996,540296,2810214,25 24.605,-80 35.950,Saw Grass,0
C,1,4/2/1996,541291,2810219,25 24.606,-80 35.356,Muhly,0
C,1,4/3/1996,539301,2809200,25 24.057,-80 36.545,Eleochris (wet grass),0
C,1,4/2/1996,540299,2809207,25 24.059,-80 35.950,Muhly,0
C,1,4/3/1996,539307,2808194,25 23.512,-80 36.543,Eleochris (wet grass),0
C,1,4/2/1996,540303,2808197,25 23.512,-80 35.949,Muhly,0
C,1,4/23/1997,537346,2814181,25 26.759,-80 37.703,Muhly,0
C,1,4/23/1997,537335,2813186,25 26.220,-80 37.711,Muhly+SZ+Saw Grass,0
C,1,4/23/1997,536341,2812198,25 25.686,-80 38.306,Muhly,0
C,1,4/23/1997,537336,2812201,25 25.686,-80 37.712,Muhly,0
C,1,4/23/1997,536340,2811192,25 25.141,-80 38.308,Muhly+SZ,0
C,1,4/23/1997,537338,2811195,25 25.141,-80 37.713,Muhly,0
C,1,4/14/1997,539266,2818175,25 28.920,-80 36.550,Saw Grass+Muhly,0
C,1,4/14/1997,540272,2818178,25 28.920,-80 35.950,Muhly+Saw Grass,0
C,1,4/14/1997,541263,2818185,25 28.922,-80 35.358,Saw Grass,0
C,1,4/14/1997,538278,2815181,25 27.299,-80 37.145,Muhly+Saw Grass,0
C,1,4/14/1997,539277,2815183,25 27.299,-80 36.549,Muhly+Saw Grass,0
C,1,4/14/1997,540281,2815186,25 27.299,-80 35.950,Saw Grass+Muhly,0
C,1,4/14/1997,541050,2815192,25 27.301,-80 35.491,Muhly,0
C,1,4/14/1997,538283,2814184,25 26.759,-80 37.144,Muhly+Saw Grass,0
C,1,4/14/1997,539281,2814189,25 26.760,-80 36.548,Saw Grass+Muhly,0
C,1,4/14/1997,540284,2814193,25 26.761,-80 35.950,Saw Grass+Muhly,0
C,1,4/14/1997,541091,2814198,25 26.762,-80 35.468,Saw Grass,0
C,1,4/14/1997,538277,2813200,25 26.226,-80 37.149,Muhly,0
C,1,4/14/1997,539283,2813203,25 26.226,-80 36.549,Muhly,2
C,1,4/14/1997,540283,2813208,25 26.227,-80 35.952,Muhly,0
C,1,4/14/1997,541121,2813212,25 26.228,-80 35.452,Saw Grass,0
C,1,4/14/1997,538288,2812209,25 25.689,-80 37.144,Muhly+Saw Grass,0
C,1,4/14/1997,539286,2812212,25 25.689,-80 36.549,Muhly+Saw Grass,1
C,1,4/14/1997,540286,2812215,25 25.689,-80 35.952,Muhly+Saw Grass,0
C,1,4/14/1997,541143,2812218,25 25.689,-80 35.441,Saw Grass+Muhly,0
C,1,4/14/1997,538291,2811200,25 25.142,-80 37.144,Muhly,0
C,1,4/14/1997,539290,2811202,25 25.142,-80 36.548,Muhly,0
C,1,4/14/1997,540289,2811205,25 25.142,-80 35.952,Saw Grass,0
C,1,4/14/1997,541114,2811208,25 25.142,-80 35.460,Muhly+Saw Grass,0
C,1,4/14/1997,538301,2810207,25 24.604,-80 37.140,Muhly+Saw Grass,0
C,1,4/14/1997,539293,2810210,25 24.604,-80 36.548,Saw Grass+RC,0
C,1,4/14/1997,540296,2810214,25 24.605,-80 35.950,Saw Grass,0
C,1,4/14/1997,541291,2810219,25 24.606,-80 35.356,Saw Grass+BA+Muhly,0
C,1,4/14/1997,539301,2809200,25 24.057,-80 36.545,Saw Grass,0
C,1,4/14/1997,540299,2809207,25 24.059,-80 35.950,Muhly+Saw Grass,0
C,1,4/14/1997,539307,2808194,25 23.512,-80 36.543,Saw Grass,0
C,1,4/14/1997,540303,2808197,25 23.512,-80 35.949,Muhly+Saw Grass,0
C,1,4/27/1998,537346,2814181,25 26.759,-80 37.703,Muhly+Saw Grass,1
C,1,4/22/1998,535343,2813188,25 26.224,-80 38.900,Muhly,0
C,1,4/27/1998,536350,2813191,25 26.224,-80 38.299,Mixed Prairie,0
C,1,4/27/1998,537335,2813186,25 26.220,-80 37.711,Mixed Prairie,0
C,1,4/22/1998,535347,2812201,25 25.689,-80 38.899,Muhly,0
C,1,4/27/1998,536341,2812198,25 25.686,-80 38.306,Mixed Prairie,0
C,1,4/27/1998,537336,2812201,25 25.686,-80 37.712,Muhly,0
C,1,4/27/1998,535341,2811190,25 25.141,-80 38.904,Muhly+Hardwood Hammock,0
C,1,4/27/1998,536340,2811192,25 25.141,-80 38.308,Mixed Prairie,0
C,1,4/27/1998,537338,2811195,25 25.141,-80 37.713,Muhly,0
C,1,4/27/1998,539266,2818175,25 28.920,-80 36.550,Saw Grass,0
C,1,4/27/1998,540272,2818178,25 28.920,-80 35.950,Saw Grass+Muhly,0
C,1,4/27/1998,541263,2818185,25 28.922,-80 35.358,Mixed Prairie+Saw Grass,0
C,1,4/27/1998,538278,2815181,25 27.299,-80 37.145,Muhly+Saw Grass,0
C,1,4/27/1998,539277,2815183,25 27.299,-80 36.549,Muhly+Hardwood Hammock,0
C,1,4/27/1998,540281,2815186,25 27.299,-80 35.950,Muhly,1
C,1,4/27/1998,541050,2815192,25 27.301,-80 35.491,Muhly+Saw Grass,0
C,1,4/27/1998,538283,2814184,25 26.759,-80 37.144,Muhly+Saw Grass,0
C,1,4/27/1998,539281,2814189,25 26.760,-80 36.548,Saw Grass+Muhly,0
C,1,4/27/1998,540284,2814193,25 26.761,-80 35.950,Saw Grass+Muhly,0
C,1,4/27/1998,541091,2814198,25 26.762,-80 35.468,Muhly+Saw Grass,0
C,1,4/27/1998,538277,2813200,25 26.226,-80 37.149,Muhly,0
C,1,4/27/1998,539283,2813203,25 26.226,-80 36.549,Muhly,1
C,1,4/27/1998,540283,2813208,25 26.227,-80 35.952,Muhly,0
C,1,4/27/1998,541121,2813212,25 26.228,-80 35.452,Muhly,0
C,1,4/27/1998,538288,2812209,25 25.689,-80 37.144,Muhly,0
C,1,4/27/1998,539286,2812212,25 25.689,-80 36.549,Muhly,0
C,1,4/27/1998,540286,2812215,25 25.689,-80 35.952,Muhly,1
C,1,4/27/1998,541143,2812218,25 25.689,-80 35.441,Saw Grass,0
C,1,4/27/1998,538291,2811200,25 25.142,-80 37.144,Muhly,0
C,1,4/27/1998,539290,2811202,25 25.142,-80 36.548,Saw Grass+Muhly,1
C,1,4/27/1998,540289,2811205,25 25.142,-80 35.952,Muhly,0
C,1,4/27/1998,541114,2811208,25 25.142,-80 35.460,Saw Grass+Muhly,0
C,1,4/27/1998,538301,2810207,25 24.604,-80 37.140,Muhly+Saw Grass,0
C,1,4/27/1998,539293,2810210,25 24.604,-80 36.548,Saw Grass,0
C,1,4/27/1998,540296,2810214,25 24.605,-80 35.950,Eleochris (wet grass)+Saw Grass,0
C,1,4/27/1998,541291,2810219,25 24.606,-80 35.356,Mixed Prairie,0
C,1,4/28/1998,542300,2810222,25 24.606,-80 34.754,Saw Grass,0
C,1,4/27/1998,539301,2809200,25 24.057,-80 36.545,Saw Grass+Eleochris (wet grass),0
C,1,4/27/1998,540299,2809207,25 24.059,-80 35.950,Muhly+Saw Grass,0
C,1,4/28/1998,542300,2809218,25 24.062,-80 34.756,Muhly+Saw Grass,0
C,1,4/27/1998,539307,2808194,25 23.512,-80 36.543,Eleochris (wet grass),0
C,1,4/27/1998,540303,2808197,25 23.512,-80 35.949,Muhly+Saw Grass,0
C,1,4/12/1999,537346,2814181,25 26.759,-80 37.703,Muhly+Saw Grass,0
C,1,4/12/1999,535343,2813188,25 26.224,-80 38.900,Muhly+Saw Grass,0
C,1,4/12/1999,536350,2813191,25 26.224,-80 38.299,Mixed Prairie+TR,0
C,1,4/12/1999,537335,2813186,25 26.220,-80 37.711,Muhly,0
C,1,4/12/1999,535347,2812201,25 25.689,-80 38.899,Mixed Prairie+TR,0
C,1,4/12/1999,536341,2812198,25 25.686,-80 38.306,Mixed Prairie,1
C,1,4/12/1999,537336,2812201,25 25.686,-80 37.712,Muhly,1
C,1,4/12/1999,535341,2811190,25 25.141,-80 38.904,Muhly+Saw Grass+Pines,0
C,1,4/12/1999,536340,2811192,25 25.141,-80 38.308,Muhly+Saw Grass,0
C,1,4/12/1999,537338,2811195,25 25.141,-80 37.713,Muhly+Saw Grass,0
C,1,4/12/1999,538278,2815181,25 27.299,-80 37.145,Muhly+Saw Grass,0
C,1,4/9/1999,539277,2815183,25 27.299,-80 36.549,Muhly+Saw Grass,0
C,1,4/9/1999,540281,2815186,25 27.299,-80 35.950,Muhly,0
C,1,4/9/1999,541050,2815192,25 27.301,-80 35.491,Muhly+Saw Grass,1
C,1,4/12/1999,538283,2814184,25 26.759,-80 37.144,Mixed Prairie+Hardwood Hammock,0
C,1,4/9/1999,539281,2814189,25 26.760,-80 36.548,Mixed Prairie,0
C,1,4/9/1999,540284,2814193,25 26.761,-80 35.950,Mixed Prairie,0
C,1,4/9/1999,541091,2814198,25 26.762,-80 35.468,Mixed Prairie,0
C,1,4/9/1999,538277,2813200,25 26.226,-80 37.149,Muhly,0
C,1,4/9/1999,539283,2813203,25 26.226,-80 36.549,Muhly+Saw Grass,0
C,1,4/9/1999,540283,2813208,25 26.227,-80 35.952,Muhly+BT+Saw Grass,0
C,1,4/9/1999,541121,2813212,25 26.228,-80 35.452,Muhly,0
C,1,4/9/1999,538288,2812209,25 25.689,-80 37.144,Muhly+BT,2
C,1,4/9/1999,539286,2812212,25 25.689,-80 36.549,Muhly+Saw Grass,0
C,1,4/9/1999,540286,2812215,25 25.689,-80 35.952,Muhly,0
C,1,4/9/1999,541143,2812218,25 25.689,-80 35.441,Saw Grass+Muhly+PA,0
C,1,4/9/1999,538291,2811200,25 25.142,-80 37.144,Muhly+Saw Grass,1
C,1,4/9/1999,539290,2811202,25 25.142,-80 36.548,Saw Grass,0
C,1,4/9/1999,540289,2811205,25 25.142,-80 35.952,Saw Grass,0
C,1,4/9/1999,541114,2811208,25 25.142,-80 35.460,Saw Grass,0
C,1,4/9/1999,538301,2810207,25 24.604,-80 37.140,Muhly,0
