,City,SUID,STAID,Reach,CollectionDate,SampleID,SMCOD,Tot.Abund,pPA.abund,pPR.abund,pOM.abund,pGC.abund,pFC.abund,pSC.abund,pSH.abund,pPI.abund,Intol.abundp,ModTol.abundp,Tol.abundp,RICH,PA.rich,PR.rich,OM.rich,GC.rich,FC.rich,SC.rich,SH.rich,PI.rich,Intol.rich,Modtol.rich,Tol.rich,OtherTol,MANUII,NUII,DA,NLCD1,NLCD2,NLCD3,NLCD4,NLCD5,NLCD7,NLCD8,NLCD9,NLCD.IS,NOAA.IS
230,POR,WILL,4.55E+14,A,9/16/04,147645,WILL0904IRM0645,7461.6,0,6.8,0,14.32,29.91,43.23,5.73,0,42.74,53.7,3.56,28,0,4,0,9,5,5,5,0,10,14,3,1,11.56824045,10.79165194,58.8448,0,13.20671378,0.971731449,46.51060071,24.24911661,8.303886926,2.429328622,4.328621908,3.48997,5.816219
231,POR,WILL,4.55E+14,A,9/24/04,147643,WILL0904IRM0643,3853.6,0,15.73,2.75,34.22,20.55,15.42,11.33,0,27.67,65.06,7.26,42,0,8,1,15,7,6,5,0,12,24,5,1,10.14754122,9.585482528,26.0813,0.500500501,7.507507508,0,43.24324324,19.21921922,12.51251251,6.806806807,10.21021021,2.177732,5.155658
232,MGB,WMIC,4072233,A,9/1/04,138568,WMIC0904IRM0141,5692,0,4.51,29.58,13.35,39.09,12.63,0.84,0,6.6,88.32,5.08,28,0,8,4,8,4,3,1,0,7,14,5,2,9.967891028,13.07595339,25.53792692,0.20283464,11.66299182,0.709921241,22.6160624,0.405669281,1.318425162,58.8220457,4.259527447,2.8609,6.13
233,MGB,WMIC,4078085,A,8/30/04,138428,WMIC0804IRM0133,20277.6,0.28,12.82,5.02,21.73,47.34,0.29,12.52,0,0.39,71.99,27.62,25,1,7,1,8,5,2,1,0,2,14,7,2,2.569345346,6.760220231,41.04357433,0.757240514,5.363786975,0,8.582059161,0.189310129,0.631033762,77.80646283,6.688957875,1.8727,2.31
234,MGB,WMIC,4081897,A,8/28/04,138347,WMIC0804IRM0125,6397.6,0,6.64,3.93,62.2,16.69,9.15,1.38,0,0.06,33.75,66.19,27,0,6,3,10,4,2,2,0,1,14,10,2,6.409537662,10.04940288,30.60111648,0.084637046,13.79583854,0,2.539111387,0.423185231,1.438829786,79.89737166,1.777377971,4.7754,1.48
235,MGB,WMIC,4084429,A,8/28/04,138301,WMIC0804IRM0123,6667.2,0,6.45,14.56,14.05,58.14,4.57,2.22,0,0.1,66.76,33.14,32,0,6,4,9,7,5,1,0,2,18,7,5,40.22149748,39.3547884,33.28238566,0.155637167,58.8308492,0,4.357840682,0.077818584,1.245097338,34.24017679,1.011641587,30.3332,26.3
236,MGB,WMIC,4084468,A,8/30/04,138457,WMIC0804IRM0127,9014.4,0.3,1.51,3,30.48,53.67,9.55,1.49,0,0.36,85.33,14.31,26,1,5,3,8,3,4,2,0,2,15,7,2,46.57987017,44.73140601,20.7354563,0.124906251,68.94825059,0,4.496625038,0.249812502,0.124906251,25.35596897,0.624531255,25.9124,18.3
237,MGB,WMIC,4085046,A,8/31/04,138452,WMIC0804IRM0137,10940,0,0,0.39,53.39,26.43,18.3,1.49,0,0,50.18,49.82,17,0,0,1,6,4,4,2,0,0,11,4,2,11.48127777,14.33546169,118.8051604,0.196202698,17.59284191,0,4.730665048,0.109001499,0.93741289,74.53522488,1.874825779,7.6353,10.44
238,MGB,WMIC,40850683,A,8/30/04,138461,WMIC0804IRM0129,3946.4,0,3.8,8.81,80.42,1.7,2.86,2.41,0,0.58,10.38,89.04,31,0,9,1,12,4,3,2,0,1,13,12,5,2.109197363,6.255529291,51.82294082,0.099955273,5.697450588,0,4.8978084,0.099955273,0.649709278,87.31093138,1.249440918,2.432,3.84
239,MGB,WMIC,40851235,A,8/30/04,138444,WMIC0804IRM0135,5240,0,4.15,2.69,27.3,37.8,24.08,3.98,0,0.02,71.39,28.59,32,0,9,2,7,6,4,4,0,1,19,9,3,15.90182768,18.16033356,34.39498116,0,24.39763359,0,6.475915089,0.301205353,0.677712044,66.64168435,1.506026765,7.9956,8.05
240,MGB,WMIC,40851325,A,8/27/04,138283,WMIC0804IRM0121,10516.8,0,2.51,10.29,21.39,42.15,18.11,5.54,0,0.02,78.86,21.12,30,0,4,2,9,7,5,3,0,1,20,6,3,1.809460276,6.156670806,52.00696126,0,5.478087649,0,4.432270916,0.14940239,0.846613546,84.4123506,4.581673307,1.5606,5.44
241,MGB,WMIC,4085188,A,8/31/04,138557,WMIC0804IRM0139,40652,0.23,3.03,8.43,30.42,36.67,15.76,5.45,0,0,65.68,34.31,38,1,5,5,13,6,6,2,0,1,21,13,3,0,4.481071392,55.81254471,0,3.526789495,0,9.513050613,0.09281025,0.603266624,77.63577403,8.631353239,0.8926,0.45
242,MGB,WMIC,40851932,A,8/31/04,138476,WMIC0804IRM0131,30115.2,0,5.64,3.46,70.64,10.44,6.25,3.58,0,0.32,21.79,77.89,34,0,9,3,11,5,3,3,0,1,14,14,5,2.38467102,6.508681185,36.71834179,0,4.373271097,0,5.784003709,0.070536631,0.634829675,86.33683585,2.892001854,1.0985,2.04
243,MGB,WMIC,4085270,A,8/26/04,138221,WMIC0804IRM0115,19680,0,7.97,3.93,32.65,28.85,19.39,7.21,0,32.28,59.88,7.84,52,0,12,3,15,11,8,2,0,13,27,6,6,0.934944652,5.245667653,48.83327288,1.166822027,3.712615539,0.053037365,11.88036973,0.10607473,0.583411013,67.94086437,14.58527533,0.94,0.09
244,MGB,WMIC,40853145,A,8/31/04,138591,WMIC0804IRM0145,9067.2,0,1.24,1.19,48.24,3.32,43,3.02,0,0.32,60.75,38.94,21,0,4,1,7,3,4,2,0,1,7,9,4,0.313153691,4.722091664,56.12755344,0.046144682,3.230127747,0.092289364,16.61208556,0.046144682,0.599880867,72.72401899,6.737123587,0.9159,0.43
245,MGB,WMIC,4085322,A,8/26/04,138236,WMIC0804IRM0117,5264.8,0.3,1.61,3.38,34.93,20.56,37.08,2.14,0,33.93,58.13,7.94,43,1,11,4,11,6,8,2,0,13,19,7,4,2.046754096,6.22883046,76.4523914,0.135508547,3.997502125,0,8.841932666,0.169385683,0.71141987,79.34025403,6.843181603,1.0073,0.04
246,MGB,WMIC,40854395,A,8/26/04,138705,WMIC0804IRM0163,11233.6,0,2.62,13.35,15.41,50.85,16.83,0.94,0,0.7,97.12,2.18,25,0,4,3,6,6,4,2,0,3,14,5,3,1.227293406,5.519371277,45.91513466,0.112816313,5.020325946,0,5.922856453,0.056408157,0.902530507,81.67901089,6.261305393,1.4183,0.08
247,MGB,WMIC,4085455,A,8/26/04,138692,WMIC0804IRM0161,57581.6,0.59,4.74,35.08,12.16,27.74,13.53,6.18,0,7.43,79.76,12.82,36,1,6,5,8,8,6,2,0,3,21,8,4,1.52759874,5.734432902,50.40975652,0.924816726,5.035113287,0.102757414,10.9950433,0,1.901012159,75.16704835,5.908551306,1.429,0.08
248,MGB,WMIC,4086699,A,8/23/04,138052,WMIC0804IRM0101,5208.8,0,4.01,16.29,48.13,22.29,9.29,0,0,0.03,64.14,35.83,25,0,9,4,5,6,1,0,0,1,17,3,4,9.87816384,13.19171783,29.86046947,1.040836192,14.91865208,0,21.42387828,0,1.387781589,54.81737277,6.41848985,3.5394,7.22
249,MGB,WMIC,40869415,A,8/25/04,138200,WMIC0804IRM0113,13188.8,0,8.29,11.12,47.57,24.44,7.95,0.63,0,0.01,63.9,36.09,23,0,5,2,6,4,5,1,0,1,13,7,2,91.25860036,88.28317034,25.96460519,0.099750722,97.55620597,0,0.997507219,1.09725794,0.099750722,0,0.099750722,44.611,47.56
250,MGB,WMIC,4087030,A,8/24/04,138116,WMIC0804IRM0107,2644,0.97,1.94,35.95,43.27,15.01,2.87,0,0,0.69,92.72,6.6,21,1,4,3,5,6,2,0,0,2,13,4,2,22.35428209,24.03865902,87.85270538,0.38325337,30.39494038,0.38325337,12.02825963,0.471696456,1.090798054,44.39842891,10.81953746,10.4601,14.13
251,MGB,WMIC,408703164,A,8/24/04,138084,WMIC0804IRM0105,11226.4,0.86,21.56,4.99,48.35,7.57,16.09,0.57,0,0.64,60.03,39.34,32,1,8,3,8,7,3,2,0,1,20,8,3,48.90559308,46.0296962,11.22435469,0.230747173,77.99254437,0,4.384196281,0.692241518,0.230747173,14.76781905,1.845977382,24.9462,26.73
252,MGB,WMIC,4087070,A,8/23/04,138062,WMIC0804IRM0103,3640,0,4.82,42.35,43.22,8.96,0.31,0.34,0,0.31,66.9,32.79,23,0,6,5,5,5,1,1,0,1,14,6,2,30.7589612,31.7419049,51.70057131,0.350671498,44.28480057,0.250479641,9.468130438,0.951822637,0.601151139,38.22319325,5.861223605,18.8006,20.61
253,MGB,WMIC,40870856,A,8/25/04,138168,WMIC0804IRM0111,5370.4,0.3,6.9,1.21,43.29,25.61,16.82,5.88,0,0,77.03,22.97,30,1,7,1,8,7,4,2,0,0,19,6,5,55.85447672,52.33369472,24.56152086,0.738143085,86.04639389,0,5.905144679,1.159939133,0.105449012,0.843592097,5.167001594,19.9629,32.06
254,MGB,WMIC,4087118,A,8/25/04,138682,WMIC0804IRM0159,1296,0,5.31,7.44,70.13,11.15,5.56,0.41,0,0,37.6,62.4,24,0,5,1,9,6,2,1,0,0,10,11,3,100,96.85643008,27.74165802,0.09336097,99.05598949,0,0.560165822,0.186721941,0,0,0,47.5827,50.59
255,MGB,WMIC,4087204,A,9/1/04,138609,WMIC0904IRM0147,13429.6,2.1,2.1,8.17,14.33,69,1.8,2.51,0,0.01,84.41,15.58,23,1,4,3,6,5,2,2,0,1,12,5,5,41.36687255,40.87986215,66.79287039,0.193882079,62.93412274,0,9.810433182,1.357174551,0.814304731,21.01681733,3.91641799,27.4252,22.99
256,MGB,WMIC,4087213,A,9/1/04,138623,WMIC0904IRM0149,3831.2,0.29,4.29,11.26,66.45,11.5,5.55,0.65,0,0,53.17,46.83,29,1,5,2,10,7,3,1,0,0,16,9,4,73.02859402,69.56109535,30.74185591,0,92.84302504,0,4.296728019,1.600741811,0.084249569,0.252748707,0.758246121,32.369,37.49
257,MGB,WMIC,40872393,A,8/25/04,138676,WMIC0804IRM0157,5600.8,0.86,3.08,16.21,11.55,66.73,0.57,1,0,0.14,87.06,12.8,31,1,5,5,10,6,2,2,0,1,19,9,2,8.97458851,12.13814219,38.92858286,0.332658926,16.30028736,0,4.391097819,0.199595355,0.731849636,75.1809172,2.860866761,5.9795,7.75
258,MGB,WMIC,4087258,A,8/24/04,138669,WMIC0804IRM0155,7703.2,1.05,8.95,38.93,18.81,26.48,4.44,1.33,0,1.17,85.27,13.56,24,1,5,4,5,6,2,1,0,2,14,6,2,14.88203261,17.42817788,100.2912192,0.387370121,27.32250583,0,4.803389495,0.387370121,0.748915566,63.99354391,2.401694747,11.4661,11.41
259,MGB,WMIC,4087270,A,8/24/04,138652,WMIC0804IRM0153,8847.2,0,36.17,6.07,54.21,3.55,0,0,0,0.33,38.62,61.05,17,0,6,2,6,3,0,0,0,1,7,6,3,73.02132769,69.61365258,16.29709422,0,87.24889565,0,0.953539843,0.476769922,0.158923307,10.80678489,0.317846614,41.911,39.96
260,MGB,WMIC,5527729,A,8/23/04,138639,WMIC0804IRM0151,6012.8,1.08,26.79,14.62,26,12.01,12.54,6.96,0,0,66.17,33.83,38,1,5,4,13,7,7,1,0,0,23,13,2,2.981565182,6.986043838,53.70763321,0.192895345,7.426470787,0,5.593965008,0,1.060924398,81.78762632,3.906130738,3.8912,5.86
261,MGB,WMIC,55437901,A,8/25/04,138153,WMIC0804IRM0109,10840,0,2.12,16.37,36.71,40.37,3.27,1.16,0,0.96,87.05,11.99,27,0,5,5,5,8,2,2,0,3,17,5,2,11.77616363,14.73963693,60.79267461,0.426036217,20.15151306,2.939649897,18.6603863,0.937279677,1.405919516,41.53853115,13.93138429,5.5496,8.15
